Age,Gender,Location,Monthly_Income,Education_Level,Platforms_Used,Influencer_Follow_Frequency,Influencer_Type,Product_Discovery_Mode,Num_Influencer_Purchases,Trust_Score,Influencer_Product_Categories,Purchase_Motivators,Purchase_Concerns,Try_New_Brand_Likelihood,Avg_Monthly_Influencer_Spend,Willingness_to_Spend_on_New,Buy_Now_Link_Likelihood,Prefer_Brand_Transparency,ROI_Transparency_Importance,Biggest_Purchase_Factor,Best_Value_Influencer_Tier,Engagement_with_Influencer_Content,Feels_Oversaturated,Suggestions_Concerns
30,Female,Sydney,25000,Postgraduate,"Twitter, YouTube, Instagram",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,1,3,"Others, Fitness","Brand reputation, Positive product reviews, Discounts or offers","Price, Return policies",1,3454,4433,4,Yes,3,Price,Macro-influencers,Often,No,Better product reviews
32,Female,Dubai,19900,Graduate,"Instagram, Others",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,0,3,Technology,"Brand reputation, Positive product reviews","Return policies, Price",4,1873,2176,4,Yes,4,Trust,Mid-tier influencers,Often,No,Better product reviews
36,Female,New York,245490,Postgraduate,"Twitter, Facebook, Others",Often,"Macro-influencers (100,000 to 1 million followers)",Online search,0,3,Fitness,"Peer influence, Brand reputation",Product quality concerns,3,3217,5455,2,No,4,Price,Mid-tier influencers,Sometimes,Yes,Need more transparency
21,Male,London,6500,Graduate,"YouTube, Twitter",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,3,Technology,"Brand reputation, Positive product reviews, Peer influence","Price, Product quality concerns",3,2682,2166,4,Yes,3,Other,Micro-influencers,Sometimes,Yes,Better product reviews
31,Female,Dubai,6800,Postgraduate,"Others, Twitter",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Online search,0,4,"Beauty, Food & Beverages",Peer influence,"Delivery issues, Product quality concerns",4,5973,5427,3,Yes,5,Product quality,Micro-influencers,Often,No,Improve product quality
19,Female,London,10700,Postgraduate,"Twitter, Instagram, TikTok",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,3,3,"Food & Beverages, Fitness","Positive product reviews, Quality of content, Brand reputation","Product quality concerns, Price",2,6743,9202,3,Yes,3,Price,Micro-influencers,Sometimes,No,No suggestions
20,Female,New York,9500,Postgraduate,"Facebook, TikTok, Others",Rarely,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,1,4,Fashion,"Peer influence, Positive product reviews","Authenticity of product, Price",3,1801,1828,1,Yes,4,Convenience,Micro-influencers,Sometimes,Yes,Highlight local brands
25,Male,Mumbai,30200,Graduate,"Facebook, Twitter",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,4,4,"Beauty, Technology","Positive product reviews, Discounts or offers, Brand reputation",Price,2,7192,9592,5,Yes,3,Trust,Micro-influencers,Often,No,No suggestions
31,Male,Other,8400,High School,"Facebook, Instagram, TikTok",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,3,Fitness,"Positive product reviews, Discounts or offers","Return policies, Delivery issues",3,1783,1696,4,No,3,Trust,Mid-tier influencers,Rarely,Yes,Better product reviews
25,Male,Dubai,8200,Graduate,"Facebook, Others",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,1,5,"Beauty, Others","Brand reputation, Quality of content, Peer influence","Delivery issues, Return policies",1,5908,8454,3,Yes,5,Price,Macro-influencers,Often,Yes,Lower prices
35,Female,Mumbai,15700,Graduate,"YouTube, Facebook, Twitter",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,3,3,Home & Living,"Brand reputation, Peer influence, Positive product reviews","Price, Authenticity of product",4,1833,2160,1,No,4,Product quality,Mid-tier influencers,Often,No,Highlight local brands
25,Male,London,22900,Graduate,"TikTok, Facebook, YouTube",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,4,"Technology, Beauty",Positive product reviews,Delivery issues,3,1381,1471,3,Yes,4,Trust,Mega-influencers,Often,Yes,Lower prices
40,Female,Other,32900,High School,"Twitter, Others",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,1,3,"Fashion, Home & Living","Quality of content, Peer influence",Return policies,3,3133,2953,5,Yes,4,Product quality,Mid-tier influencers,Always,No,Improve product quality
30,Male,London,9500,Graduate,"Twitter, YouTube",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,1,4,"Home & Living, Technology",Brand reputation,Authenticity of product,3,4479,5651,2,Yes,5,Price,Mid-tier influencers,Always,No,Improve product quality
38,Male,Berlin,13300,Graduate,"Instagram, Others, Twitter",Rarely,Mega-influencers (Over 1 million followers),Recommendations from friends/family,0,4,Beauty,"Positive product reviews, Quality of content, Discounts or offers","Authenticity of product, Product quality concerns",3,233,280,3,Yes,3,Convenience,Micro-influencers,Never,No,Need more transparency
24,Female,London,9900,Graduate,"TikTok, YouTube, Others",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,4,Technology,Peer influence,"Return policies, Authenticity of product",3,4706,3964,1,Yes,2,Other,Mid-tier influencers,Often,Yes,Collaborate with trusted influencers
32,Male,New York,20500,Postgraduate,"Instagram, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,3,Others,"Peer influence, Discounts or offers, Positive product reviews","Authenticity of product, Return policies",4,842,1104,2,Yes,2,Other,Macro-influencers,Rarely,Yes,Highlight local brands
29,Female,London,15100,Graduate,"Instagram, Others",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Other,1,4,Food & Beverages,"Peer influence, Brand reputation, Quality of content","Authenticity of product, Price",5,3246,5316,5,Yes,3,Price,Macro-influencers,Sometimes,Yes,Collaborate with trusted influencers
27,Female,London,15100,Graduate,"YouTube, Twitter",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,2,"Food & Beverages, Fitness",Brand reputation,"Price, Delivery issues",3,1547,2224,4,No,4,Product quality,Macro-influencers,Often,No,Better product reviews
36,Male,Dubai,17300,Graduate,"TikTok, Instagram",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,2,3,Food & Beverages,Brand reputation,"Product quality concerns, Return policies",3,36,60,2,No,3,Product quality,Macro-influencers,Rarely,Yes,Highlight local brands
26,Female,New York,18200,Graduate,"Instagram, Twitter",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,4,2,Home & Living,"Positive product reviews, Peer influence",Delivery issues,3,1217,1073,5,No,3,Price,Mid-tier influencers,Often,Yes,No suggestions
25,Male,Sydney,14800,High School,"Facebook, YouTube",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,5,3,Fashion,Brand reputation,Product quality concerns,3,2591,2743,2,Yes,4,Convenience,Mid-tier influencers,Never,No,Lower prices
41,Male,Berlin,45900,Graduate,"TikTok, Instagram, Others",Always,Mega-influencers (Over 1 million followers),Advertisements,0,4,Home & Living,"Discounts or offers, Positive product reviews","Return policies, Delivery issues",2,1572,2122,3,Yes,3,Trust,Micro-influencers,Sometimes,Yes,Limit sponsored content
37,Female,New York,10800,High School,"Twitter, Instagram",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,1,3,Others,"Positive product reviews, Brand reputation",Delivery issues,3,1737,2655,5,Yes,2,Product quality,Micro-influencers,Never,No,No suggestions
22,Male,New York,10200,Postgraduate,"TikTok, Others",Sometimes,Mega-influencers (Over 1 million followers),Advertisements,0,4,"Technology, Fitness","Positive product reviews, Discounts or offers",Price,1,1427,1713,2,Yes,4,Price,Micro-influencers,Rarely,Yes,No suggestions
28,Male,Berlin,18500,Other,"TikTok, Facebook, YouTube",Rarely,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,3,3,"Fashion, Beauty","Quality of content, Peer influence",Authenticity of product,5,2602,2952,4,Yes,5,Product quality,Mid-tier influencers,Often,Yes,No suggestions
27,Male,Other,9400,Graduate,"Instagram, Twitter",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,5,3,"Others, Food & Beverages","Brand reputation, Quality of content, Positive product reviews",Price,4,3101,3171,1,Yes,5,Trust,Macro-influencers,Sometimes,Yes,Lower prices
33,Female,London,12600,Other,"TikTok, Instagram, Facebook",Rarely,Mega-influencers (Over 1 million followers),Online search,3,3,"Technology, Fashion","Discounts or offers, Quality of content, Peer influence","Price, Delivery issues",5,1533,1603,5,Yes,4,Convenience,Micro-influencers,Often,No,No suggestions
27,Male,Sydney,11300,Postgraduate,"Twitter, Others",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,3,"Home & Living, Fashion","Quality of content, Peer influence","Authenticity of product, Return policies",4,2270,2655,2,Yes,5,Product quality,Micro-influencers,Sometimes,Yes,Highlight local brands
42,Male,New York,6800,Graduate,"Others, TikTok, Twitter",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,1,5,Fashion,"Discounts or offers, Quality of content, Positive product reviews",Price,2,4903,4313,4,Yes,4,Convenience,Micro-influencers,Always,Yes,Need more transparency
24,Female,Sydney,16100,Postgraduate,"Instagram, Twitter, TikTok",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,5,4,"Fitness, Beauty","Positive product reviews, Peer influence",Delivery issues,3,906,902,3,Yes,5,Convenience,Micro-influencers,Often,Yes,Highlight local brands
36,Female,Mumbai,6800,Postgraduate,"TikTok, Others, Twitter",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,4,Home & Living,Discounts or offers,"Price, Delivery issues",5,3824,3807,5,Yes,4,Product quality,Micro-influencers,Always,No,No suggestions
18,Female,Dubai,6600,Postgraduate,"TikTok, Others, Twitter",Sometimes,Mega-influencers (Over 1 million followers),Through influencer content,1,4,"Fitness, Home & Living",Quality of content,Authenticity of product,4,4035,4378,5,Yes,5,Other,Micro-influencers,Always,Yes,Lower prices
28,Female,Mumbai,6100,High School,"TikTok, Facebook, Others",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Online search,2,4,Fitness,"Peer influence, Brand reputation, Quality of content","Authenticity of product, Return policies",3,1479,1599,3,No,3,Price,Mid-tier influencers,Often,No,Collaborate with trusted influencers
29,Male,Sydney,12400,Postgraduate,"Twitter, TikTok",Always,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,4,"Fashion, Home & Living","Quality of content, Peer influence, Positive product reviews",Delivery issues,3,3310,3553,4,Yes,3,Price,Micro-influencers,Sometimes,Yes,Collaborate with trusted influencers
23,Female,Sydney,23000,Postgraduate,"Twitter, Others, Instagram",Often,"Macro-influencers (100,000 to 1 million followers)",Online search,2,5,Others,"Brand reputation, Peer influence",Authenticity of product,3,884,1050,2,No,3,Trust,Micro-influencers,Rarely,No,No suggestions
28,Male,Sydney,6200,Graduate,"Facebook, YouTube, Instagram",Often,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,2,5,"Beauty, Food & Beverages","Discounts or offers, Quality of content",Authenticity of product,2,3875,3912,4,Yes,3,Product quality,Micro-influencers,Always,No,No suggestions
16,Female,London,14000,Graduate,"TikTok, Instagram",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,1,"Food & Beverages, Beauty","Peer influence, Positive product reviews","Authenticity of product, Return policies",2,951,874,2,Yes,4,Product quality,Mega-influencers,Often,Yes,Better product reviews
23,Female,Berlin,17200,Postgraduate,"TikTok, Facebook, Instagram",Often,"Macro-influencers (100,000 to 1 million followers)",Online search,3,3,"Others, Beauty",Peer influence,Price,3,1570,2434,5,Yes,3,Trust,Micro-influencers,Often,Yes,Better product reviews
41,Male,Mumbai,23900,Postgraduate,"TikTok, Instagram, YouTube",Often,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,0,4,"Beauty, Food & Beverages","Peer influence, Discounts or offers","Price, Authenticity of product",4,3415,4069,3,No,3,Trust,Micro-influencers,Rarely,Yes,Improve product quality
30,Male,Berlin,5900,Postgraduate,"Facebook, TikTok, Instagram",Sometimes,Mega-influencers (Over 1 million followers),Online search,1,4,"Home & Living, Beauty","Brand reputation, Positive product reviews, Peer influence","Return policies, Delivery issues",2,1708,2178,4,Yes,3,Price,Mid-tier influencers,Rarely,Yes,Lower prices
21,Male,Dubai,14100,Graduate,"YouTube, Instagram",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,0,2,"Food & Beverages, Technology",Quality of content,Authenticity of product,2,1730,2351,3,Yes,2,Product quality,Mid-tier influencers,Sometimes,Yes,Highlight local brands
25,Male,Sydney,7000,Graduate,"Facebook, Instagram",Rarely,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,0,3,Beauty,"Brand reputation, Positive product reviews",Product quality concerns,4,500,719,3,Yes,4,Trust,Macro-influencers,Sometimes,Yes,Collaborate with trusted influencers
30,Female,Berlin,11200,Postgraduate,"Facebook, Twitter",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,1,5,Home & Living,"Quality of content, Discounts or offers",Delivery issues,4,2399,3220,2,No,4,Other,Micro-influencers,Sometimes,No,Better product reviews
16,Female,Dubai,8600,Postgraduate,"YouTube, TikTok, Instagram",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,4,4,Technology,"Quality of content, Brand reputation, Peer influence",Product quality concerns,1,4824,7193,4,Yes,4,Price,Micro-influencers,Often,Yes,Highlight local brands
31,Male,Mumbai,31000,Graduate,"Others, Instagram",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,4,2,"Food & Beverages, Technology",Positive product reviews,"Delivery issues, Price",3,1373,2159,4,Yes,4,Trust,Micro-influencers,Often,No,Improve product quality
38,Male,Mumbai,13300,Graduate,"Others, TikTok",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Other,0,4,"Fashion, Beauty",Discounts or offers,Product quality concerns,5,4084,6626,4,Yes,2,Trust,Micro-influencers,Rarely,No,Collaborate with trusted influencers
32,Female,New York,21100,Postgraduate,"Twitter, Others, TikTok",Always,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,3,"Fitness, Fashion",Discounts or offers,"Product quality concerns, Price",3,3792,3383,4,Yes,3,Trust,Mega-influencers,Always,No,Improve product quality
57,Female,New York,218540,Graduate,"Others, YouTube, Twitter",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,2,4,"Home & Living, Fitness","Peer influence, Quality of content, Positive product reviews","Return policies, Product quality concerns",4,6051,9617,3,Yes,5,Price,Micro-influencers,Sometimes,Yes,Lower prices
30,Male,London,6600,Postgraduate,"Instagram, TikTok, Twitter",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,0,4,"Fashion, Home & Living","Quality of content, Positive product reviews, Peer influence",Authenticity of product,5,989,834,4,No,3,Trust,Macro-influencers,Never,Yes,Need more transparency
26,Female,Sydney,26400,Postgraduate,"Facebook, Others",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,7,3,"Others, Beauty","Peer influence, Quality of content","Authenticity of product, Product quality concerns",4,3567,3452,4,Yes,2,Trust,Micro-influencers,Rarely,Yes,No suggestions
